I0707 12:26:53.726019  390984 options.go:263] external host was not specified, using 192.168.3.9
W0707 12:26:57.552414  390984 logging.go:55] [core] [Channel #397 SubChannel #398]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:57.584629  390984 logging.go:55] [core] [Channel #401 SubChannel #402]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:57.600300  390984 logging.go:55] [core] [Channel #405 SubChannel #406]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:57.610216  390984 logging.go:55] [core] [Channel #409 SubChannel #410]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
W0707 12:26:57.614551  390984 logging.go:55] [core] [Channel #413 SubChannel #414]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46085", ServerName: "127.0.0.1:46085", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46085: operation was canceled"
I0707 12:26:59.571287  390984 controller.go:667] quota admission added evaluator for: clusters.cluster.x-k8s.io
I0707 12:26:59.581942  390984 controller.go:667] quota admission added evaluator for: awsclusters.infrastructure.cluster.x-k8s.io
I0707 12:33:32.050686  390984 controller.go:667] quota admission added evaluator for: awsmachines.infrastructure.cluster.x-k8s.io
I0707 12:33:32.070820  390984 controller.go:667] quota admission added evaluator for: machines.cluster.x-k8s.io
I0707 12:36:54.121271  390984 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 12:46:54.121863  390984 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 12:56:07.027458  390984 controller.go:136] "Cleaning up lease on exit" lease="kube-system/apiserver-u5mn6cbhebem4rsj27ru6wnrfm"
I0707 12:56:07.030947  390984 controller.go:128] Shutting down kubernetes service endpoint reconciler
W0707 12:56:07.034125  390984 lease.go:265] Resetting endpoints for master service "kubernetes" to []
I0707 12:56:07.038933  390984 controller.go:157] Shutting down quota evaluator
I0707 12:56:07.038965  390984 controller.go:176] quota evaluator worker shutdown
I0707 12:56:07.038967  390984 controller.go:176] quota evaluator worker shutdown
I0707 12:56:07.038973  390984 controller.go:176] quota evaluator worker shutdown
I0707 12:56:07.038983  390984 controller.go:176] quota evaluator worker shutdown
I0707 12:56:07.038983  390984 controller.go:176] quota evaluator worker shutdown
I0707 12:56:07.039100  390984 crdregistration_controller.go:146] Shutting down crd-autoregister controller
I0707 12:56:07.039124  390984 local_available_controller.go:172] Shutting down LocalAvailability controller
I0707 12:56:07.039142  390984 object_count_tracker.go:141] "StorageObjectCountTracker pruner is exiting"
I0707 12:56:07.039136  390984 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_2702026784/client-cert-auth-ca.crt"
I0707 12:56:07.039188  390984 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_2702026784/client-cert-auth-ca.crt"
I0707 12:56:07.039213  390984 dynamic_serving_content.go:149] "Shutting down controller" name="serving-cert::/tmp/k8s_test_framework_2702026784/apiserver.crt::/tmp/k8s_test_framework_2702026784/apiserver.key"
I0707 12:56:07.039147  390984 storage_flowcontrol.go:165] APF bootstrap ensurer is exiting
I0707 12:56:07.039133  390984 nonstructuralschema_controller.go:214] Shutting down NonStructuralSchemaConditionController
I0707 12:56:07.039101  390984 autoregister_controller.go:168] Shutting down autoregister controller
I0707 12:56:07.039292  390984 tlsconfig.go:258] "Shutting down DynamicServingCertificateController"
I0707 12:56:07.039123  390984 controller.go:140] "Ending legacy_token_tracking_controller"
I0707 12:56:07.039368  390984 controller.go:141] "Shutting down legacy_token_tracking_controller"
I0707 12:56:07.039141  390984 controller.go:120] Shutting down OpenAPI V3 controller
I0707 12:56:07.039218  390984 gc_controller.go:98] "Shutting down apiserver lease garbage collector"
I0707 12:56:07.039159  390984 controller.go:170] Shutting down OpenAPI controller
I0707 12:56:07.039169  390984 apiapproval_controller.go:208] Shutting down KubernetesAPIApprovalPolicyConformantConditionController
I0707 12:56:07.039175  390984 naming_controller.go:316] Shutting down NamingConditionController
I0707 12:56:07.039181  390984 crd_finalizer.go:285] Shutting down CRDFinalizer
I0707 12:56:07.039184  390984 cluster_authentication_trust_controller.go:482] Shutting down cluster_authentication_trust_controller controller
I0707 12:56:07.039189  390984 customresource_discovery_controller.go:332] Shutting down DiscoveryController
I0707 12:56:07.039195  390984 apiservice_controller.go:134] Shutting down APIServiceRegistrationController
I0707 12:56:07.039202  390984 apf_controller.go:389] Shutting down API Priority and Fairness config worker
I0707 12:56:07.039209  390984 system_namespaces_controller.go:76] Shutting down system namespaces controller
I0707 12:56:07.039215  390984 secure_serving.go:259] Stopped listening on 127.0.0.1:36727
I0707 12:56:07.039221  390984 remote_available_controller.go:463] Shutting down RemoteAvailability controller
I0707 12:56:07.039259  390984 default_servicecidr_controller.go:113] Shutting down kubernetes-service-cidr-controller
I0707 12:56:07.039268  390984 controller.go:86] Shutting down OpenAPI V3 AggregationController
I0707 12:56:07.039274  390984 controller.go:84] Shutting down OpenAPI AggregationController
I0707 12:56:07.039281  390984 repairip.go:246] Shutting down ipallocator-repair-controller
I0707 12:56:08.112824  390984 cidrallocator.go:211] stopping ServiceCIDR Allocator Controller
