I0707 14:02:03.473352  405018 options.go:263] external host was not specified, using 192.168.3.9
W0707 14:02:07.349051  405018 logging.go:55] [core] [Channel #376 SubChannel #377]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39055: operation was canceled"
W0707 14:02:07.417450  405018 logging.go:55] [core] [Channel #380 SubChannel #381]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:36854->127.0.0.1:39055: use of closed network connection
W0707 14:02:07.455798  405018 logging.go:55] [core] [Channel #385 SubChannel #386]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: write tcp 127.0.0.1:36874->127.0.0.1:39055: use of closed network connection
W0707 14:02:07.463067  405018 logging.go:55] [core] [Channel #390 SubChannel #391]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39055: operation was canceled"
W0707 14:02:07.470605  405018 logging.go:55] [core] [Channel #394 SubChannel #395]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39055: operation was canceled"
W0707 14:02:07.478120  405018 logging.go:55] [core] [Channel #398 SubChannel #399]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:39055", ServerName: "127.0.0.1:39055", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:39055: operation was canceled"
I0707 14:02:09.438240  405018 controller.go:667] quota admission added evaluator for: clusters.cluster.x-k8s.io
I0707 14:02:09.448779  405018 controller.go:667] quota admission added evaluator for: awsclusters.infrastructure.cluster.x-k8s.io
I0707 14:07:12.106717  405018 controller.go:667] quota admission added evaluator for: awsmachines.infrastructure.cluster.x-k8s.io
I0707 14:07:12.128177  405018 controller.go:667] quota admission added evaluator for: machines.cluster.x-k8s.io
I0707 14:12:03.998007  405018 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 14:22:03.998787  405018 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 14:27:12.721655  405018 controller.go:128] Shutting down kubernetes service endpoint reconciler
W0707 14:27:12.724233  405018 lease.go:265] Resetting endpoints for master service "kubernetes" to []
I0707 14:27:12.728807  405018 controller.go:136] "Cleaning up lease on exit" lease="kube-system/apiserver-u5mn6cbhebem4rsj27ru6wnrfm"
I0707 14:27:12.730414  405018 controller.go:157] Shutting down quota evaluator
I0707 14:27:12.730440  405018 controller.go:176] quota evaluator worker shutdown
I0707 14:27:12.730452  405018 controller.go:176] quota evaluator worker shutdown
I0707 14:27:12.730450  405018 controller.go:176] quota evaluator worker shutdown
I0707 14:27:12.730466  405018 controller.go:176] quota evaluator worker shutdown
I0707 14:27:12.730472  405018 controller.go:176] quota evaluator worker shutdown
I0707 14:27:12.730499  405018 nonstructuralschema_controller.go:214] Shutting down NonStructuralSchemaConditionController
I0707 14:27:12.730475  405018 apiapproval_controller.go:208] Shutting down KubernetesAPIApprovalPolicyConformantConditionController
I0707 14:27:12.730527  405018 naming_controller.go:316] Shutting down NamingConditionController
I0707 14:27:12.730565  405018 autoregister_controller.go:168] Shutting down autoregister controller
I0707 14:27:12.730587  405018 gc_controller.go:98] "Shutting down apiserver lease garbage collector"
I0707 14:27:12.730603  405018 controller.go:120] Shutting down OpenAPI V3 controller
I0707 14:27:12.730615  405018 controller.go:170] Shutting down OpenAPI controller
I0707 14:27:12.730631  405018 customresource_discovery_controller.go:332] Shutting down DiscoveryController
I0707 14:27:12.730644  405018 local_available_controller.go:172] Shutting down LocalAvailability controller
I0707 14:27:12.730479  405018 crd_finalizer.go:285] Shutting down CRDFinalizer
I0707 14:27:12.730660  405018 remote_available_controller.go:463] Shutting down RemoteAvailability controller
I0707 14:27:12.730576  405018 crdregistration_controller.go:146] Shutting down crd-autoregister controller
I0707 14:27:12.730676  405018 apiservice_controller.go:134] Shutting down APIServiceRegistrationController
I0707 14:27:12.730689  405018 apf_controller.go:389] Shutting down API Priority and Fairness config worker
I0707 14:27:12.730659  405018 default_servicecidr_controller.go:113] Shutting down kubernetes-service-cidr-controller
I0707 14:27:12.730711  405018 object_count_tracker.go:141] "StorageObjectCountTracker pruner is exiting"
I0707 14:27:12.730619  405018 controller.go:140] "Ending legacy_token_tracking_controller"
I0707 14:27:12.730738  405018 tlsconfig.go:258] "Shutting down DynamicServingCertificateController"
I0707 14:27:12.730728  405018 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_3921371007/client-cert-auth-ca.crt"
I0707 14:27:12.730765  405018 dynamic_serving_content.go:149] "Shutting down controller" name="serving-cert::/tmp/k8s_test_framework_3921371007/apiserver.crt::/tmp/k8s_test_framework_3921371007/apiserver.key"
I0707 14:27:12.730746  405018 controller.go:141] "Shutting down legacy_token_tracking_controller"
I0707 14:27:12.730499  405018 controller.go:84] Shutting down OpenAPI AggregationController
I0707 14:27:12.730730  405018 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_3921371007/client-cert-auth-ca.crt"
I0707 14:27:12.730625  405018 system_namespaces_controller.go:76] Shutting down system namespaces controller
I0707 14:27:12.730824  405018 secure_serving.go:259] Stopped listening on 127.0.0.1:44571
I0707 14:27:12.730690  405018 controller.go:86] Shutting down OpenAPI V3 AggregationController
I0707 14:27:12.730498  405018 cluster_authentication_trust_controller.go:482] Shutting down cluster_authentication_trust_controller controller
I0707 14:27:12.730517  405018 storage_flowcontrol.go:165] APF bootstrap ensurer is exiting
I0707 14:27:12.730766  405018 repairip.go:246] Shutting down ipallocator-repair-controller
I0707 14:27:13.794834  405018 cidrallocator.go:211] stopping ServiceCIDR Allocator Controller
