I0707 15:02:07.236375  412186 options.go:263] external host was not specified, using 192.168.3.9
I0707 15:02:10.931711  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
I0707 15:02:10.936370  412186 handler.go:304] Adding GroupVersion infrastructure.cluster.x-k8s.io v1beta2 to ResourceManager
W0707 15:02:11.037869  412186 logging.go:55] [core] [Channel #386 SubChannel #387]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:11.092619  412186 logging.go:55] [core] [Channel #390 SubChannel #391]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:11.142636  412186 logging.go:55] [core] [Channel #394 SubChannel #395]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:11.153354  412186 logging.go:55] [core] [Channel #398 SubChannel #399]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:11.159939  412186 logging.go:55] [core] [Channel #402 SubChannel #403]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
W0707 15:02:11.167341  412186 logging.go:55] [core] [Channel #406 SubChannel #407]grpc: addrConn.createTransport failed to connect to {Addr: "127.0.0.1:46225", ServerName: "127.0.0.1:46225", BalancerAttributes: {"<%!p(pickfirstleaf.managedByPickfirstKeyType={})>": "<%!p(bool=true)>" }}. Err: connection error: desc = "transport: Error while dialing: dial tcp 127.0.0.1:46225: operation was canceled"
I0707 15:02:13.107495  412186 controller.go:667] quota admission added evaluator for: clusters.cluster.x-k8s.io
I0707 15:02:13.117205  412186 controller.go:667] quota admission added evaluator for: awsclusters.infrastructure.cluster.x-k8s.io
I0707 15:09:00.816829  412186 controller.go:667] quota admission added evaluator for: awsmachines.infrastructure.cluster.x-k8s.io
I0707 15:09:00.837829  412186 controller.go:667] quota admission added evaluator for: machines.cluster.x-k8s.io
I0707 15:12:07.663365  412186 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 15:22:07.664321  412186 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 15:32:07.664999  412186 cidrallocator.go:278] updated ClusterIP allocator for Service CIDR 10.0.0.0/24
I0707 15:33:32.007656  412186 controller.go:136] "Cleaning up lease on exit" lease="kube-system/apiserver-u5mn6cbhebem4rsj27ru6wnrfm"
I0707 15:33:32.009621  412186 controller.go:128] Shutting down kubernetes service endpoint reconciler
W0707 15:33:32.011719  412186 lease.go:265] Resetting endpoints for master service "kubernetes" to []
I0707 15:33:32.016110  412186 controller.go:157] Shutting down quota evaluator
I0707 15:33:32.016144  412186 controller.go:176] quota evaluator worker shutdown
I0707 15:33:32.016160  412186 controller.go:176] quota evaluator worker shutdown
I0707 15:33:32.016149  412186 controller.go:176] quota evaluator worker shutdown
I0707 15:33:32.016154  412186 controller.go:176] quota evaluator worker shutdown
I0707 15:33:32.016162  412186 controller.go:176] quota evaluator worker shutdown
I0707 15:33:32.016213  412186 cluster_authentication_trust_controller.go:482] Shutting down cluster_authentication_trust_controller controller
I0707 15:33:32.016257  412186 storage_flowcontrol.go:165] APF bootstrap ensurer is exiting
I0707 15:33:32.016335  412186 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_2211862994/client-cert-auth-ca.crt"
I0707 15:33:32.016347  412186 dynamic_cafile_content.go:175] "Shutting down controller" name="client-ca-bundle::/tmp/k8s_test_framework_2211862994/client-cert-auth-ca.crt"
I0707 15:33:32.016367  412186 object_count_tracker.go:141] "StorageObjectCountTracker pruner is exiting"
I0707 15:33:32.016354  412186 controller.go:84] Shutting down OpenAPI AggregationController
I0707 15:33:32.016395  412186 customresource_discovery_controller.go:332] Shutting down DiscoveryController
I0707 15:33:32.016395  412186 default_servicecidr_controller.go:113] Shutting down kubernetes-service-cidr-controller
I0707 15:33:32.016412  412186 tlsconfig.go:258] "Shutting down DynamicServingCertificateController"
I0707 15:33:32.016412  412186 controller.go:120] Shutting down OpenAPI V3 controller
I0707 15:33:32.016440  412186 controller.go:86] Shutting down OpenAPI V3 AggregationController
I0707 15:33:32.016431  412186 gc_controller.go:98] "Shutting down apiserver lease garbage collector"
I0707 15:33:32.016425  412186 controller.go:140] "Ending legacy_token_tracking_controller"
I0707 15:33:32.016522  412186 controller.go:141] "Shutting down legacy_token_tracking_controller"
I0707 15:33:32.016507  412186 dynamic_serving_content.go:149] "Shutting down controller" name="serving-cert::/tmp/k8s_test_framework_2211862994/apiserver.crt::/tmp/k8s_test_framework_2211862994/apiserver.key"
I0707 15:33:32.016374  412186 local_available_controller.go:172] Shutting down LocalAvailability controller
I0707 15:33:32.016368  412186 repairip.go:246] Shutting down ipallocator-repair-controller
I0707 15:33:32.016413  412186 remote_available_controller.go:463] Shutting down RemoteAvailability controller
I0707 15:33:32.016415  412186 controller.go:170] Shutting down OpenAPI controller
I0707 15:33:32.016428  412186 autoregister_controller.go:168] Shutting down autoregister controller
I0707 15:33:32.016426  412186 apf_controller.go:389] Shutting down API Priority and Fairness config worker
I0707 15:33:32.016433  412186 apiservice_controller.go:134] Shutting down APIServiceRegistrationController
I0707 15:33:32.016433  412186 naming_controller.go:316] Shutting down NamingConditionController
I0707 15:33:32.016436  412186 secure_serving.go:259] Stopped listening on 127.0.0.1:36899
I0707 15:33:32.016431  412186 system_namespaces_controller.go:76] Shutting down system namespaces controller
I0707 15:33:32.016435  412186 apiapproval_controller.go:208] Shutting down KubernetesAPIApprovalPolicyConformantConditionController
I0707 15:33:32.016441  412186 crdregistration_controller.go:146] Shutting down crd-autoregister controller
I0707 15:33:32.016436  412186 crd_finalizer.go:285] Shutting down CRDFinalizer
I0707 15:33:32.016441  412186 nonstructuralschema_controller.go:214] Shutting down NonStructuralSchemaConditionController
I0707 15:33:33.105551  412186 cidrallocator.go:211] stopping ServiceCIDR Allocator Controller
